-0.76225841,0.851724386,0.008050187
-0.762198329,0.850083232,0.008161296
-0.760004401,0.784878373,0.012609428
-0.759916425,0.782007694,0.012806864
-0.759319782,0.761851788,0.014197152
-0.759274244,0.760258317,0.014307379
-0.759010196,0.750867486,0.014957888
-0.758767843,0.741966248,0.015576012
-0.758595347,0.735457778,0.016028915
-0.758304477,0.724138856,0.01681852
-0.75829494,0.723764181,0.016844701
-0.757737279,0.700527906,0.018473834
-0.757360101,0.683409691,0.019681156
-0.757185578,0.675013423,0.020275619
-0.757104278,0.670980692,0.020561693
-0.756923556,0.661712408,0.021220522
-0.756879926,0.659399152,0.021385262
-0.756710768,0.650176525,0.022043277
-0.75665009,0.646750212,0.022288229
-0.756547451,0.640774369,0.022716122
-0.756437778,0.634156585,0.023190947
-0.756228924,0.620685458,0.02416076
-0.756185412,0.617714286,0.024375265
-0.756127238,0.613635659,0.024670064
-0.756122947,0.613331556,0.024692057
-0.756072164,0.60966301,0.024957603
-0.756060481,0.608819723,0.025018698
-0.756042957,0.607509613,0.025113635
-0.755897403,0.596141696,0.02593928
-0.75587225,0.594058156,0.026090974
-0.755869508,0.5938375,0.026107039
-0.755825877,0.59013617,0.026376806
-0.755650401,0.573640347,0.027583461
-0.75558877,0.567075014,0.028065741
-0.755498767,0.556402206,0.028852297
-0.755366206,0.536703467,0.030312452
-0.755335569,0.53086555,0.030747348
-0.755331159,0.529997468,0.030812096
-0.755310893,0.525584221,0.031141628
-0.755277395,0.516860247,0.031794768
-0.755264759,0.51275444,0.032102935
-0.755262256,0.511915684,0.032165959
-0.755250812,0.507201552,0.032520551
-0.755245566,0.5046556,0.032712359
-0.755243421,0.503472447,0.032801554
-0.755234599,0.497121066,0.03328114
-0.755233169,0.495622247,0.033394482
-0.755230665,0.490552634,0.033778422
-0.7552315,0.484356314,0.034248833
-0.755233765,0.480936378,0.034508988
-0.755234599,0.480347723,0.034553807
-0.755246758,0.472119182,0.03518147
-0.755251288,0.47001192,0.035342589
-0.755279183,0.46026215,0.03608989
